persona_con_mas_kilometros,98
persona_con_mas_ingresos,98
percentil_25,1926.0
percentil_50,2948.0
percentil_75,6084.0
codigo_postal_origen_con_mas_ingresos,11504
codigo_postal_destino_con_mas_ingresos,10305
